stream_id,detector,umbral,arl0_objetivo,arl0_alcanzable,arl0_verificado,arl0_ic_low,arl0_ic_high,n_censurados,n_series,arl0_3sigma_clasico,config_hash,commit,hash_datos,generado_en
senal_ml_hml_sharpe,CUSUM,2.3515625,120,120.0,123.619,116.3970596795394,130.84094032046062,6,1000,600.0,9a676f38d3fd,498ea68,a511ffbfa623,2026-09-26T20:28:45+00:00
senal_ml_hml_sharpe,Page-Hinkley,3.916015625,120,120.0,115.607,108.86340748610097,122.35059251389903,3,1000,600.0,9a676f38d3fd,498ea68,a511ffbfa623,2026-09-26T20:28:45+00:00
senal_ml_hml_sharpe,Shewhart,1.9729177359126213,120,111.585,114.702,107.43078359853659,121.9732164014634,7,1000,600.0,9a676f38d3fd,498ea68,a511ffbfa623,2026-09-26T20:28:45+00:00
