stream_id,detector,umbral,arl0_objetivo,arl0_alcanzable,arl0_verificado,arl0_ic_low,arl0_ic_high,n_censurados,n_series,arl0_3sigma_clasico,config_hash,commit,hash_datos,generado_en
factor_hml_sharpe,CUSUM,3.5859375,120,120.0,116.748,109.8414323924578,123.6545676075422,4,1000,269.15,4c8e296dc5cf,010f168,c9640633e3b2,2026-09-21T15:27:28+00:00
factor_hml_sharpe,Page-Hinkley,5.779296875,120,120.0,120.199,113.34958106144805,127.04841893855195,8,1000,269.15,4c8e296dc5cf,010f168,c9640633e3b2,2026-09-21T15:27:28+00:00
factor_hml_sharpe,Shewhart,2.4302577941669954,120,110.0,106.464,100.10989263980917,112.81810736019082,3,1000,269.15,4c8e296dc5cf,010f168,c9640633e3b2,2026-09-21T15:27:28+00:00
