mes_objetivo,fecha_prediccion,probabilidad_sube,posicion,objetivo,fin_entrenamiento,n_entrenamiento,acierto,config_hash,commit,hash_datos,generado_en
1987-10-31,1987-09-30,0.5246628344229147,1,1.0,1986-11-30,270,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1987-11-30,1987-10-31,0.49842705638903245,-1,1.0,1986-11-30,270,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1987-12-31,1987-11-30,0.3861004937355495,-1,0.0,1986-11-30,270,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-01-31,1987-12-31,0.22154459114963382,-1,1.0,1987-11-30,282,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-02-29,1988-01-31,0.7020922363018174,1,0.0,1987-11-30,282,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-03-31,1988-02-29,0.5325948139356937,1,1.0,1987-11-30,282,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-04-30,1988-03-31,0.5424499110378982,1,1.0,1987-11-30,282,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-05-31,1988-04-30,0.6052639595402032,1,1.0,1987-11-30,282,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-06-30,1988-05-31,0.5788436240655367,1,0.0,1987-11-30,282,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-07-31,1988-06-30,0.4177978744779903,-1,1.0,1987-11-30,282,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-08-31,1988-07-31,0.5935643376974864,1,1.0,1987-11-30,282,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-09-30,1988-08-31,0.6203581562813094,1,0.0,1987-11-30,282,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-10-31,1988-09-30,0.5104284155341182,1,1.0,1987-11-30,282,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-11-30,1988-10-31,0.6166236677277265,1,1.0,1987-11-30,282,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1988-12-31,1988-11-30,0.5928984181051413,1,0.0,1987-11-30,282,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-01-31,1988-12-31,0.5043586349616146,1,1.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-02-28,1989-01-31,0.5836485030492502,1,1.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-03-31,1989-02-28,0.6063189879297864,1,1.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-04-30,1989-03-31,0.5476669098297022,1,0.0,1988-11-30,294,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-05-31,1989-04-30,0.4805267716405603,-1,0.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-06-30,1989-05-31,0.5051526736119176,1,1.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-07-31,1989-06-30,0.6276686647443297,1,0.0,1988-11-30,294,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-08-31,1989-07-31,0.4759170748445418,-1,1.0,1988-11-30,294,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-09-30,1989-08-31,0.5550008458624686,1,0.0,1988-11-30,294,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-10-31,1989-09-30,0.523609381174551,1,0.0,1988-11-30,294,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-11-30,1989-10-31,0.479080396070863,-1,0.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1989-12-31,1989-11-30,0.5004763327824305,1,1.0,1988-11-30,294,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-01-31,1989-12-31,0.5243877924843803,1,1.0,1989-11-30,306,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-02-28,1990-01-31,0.5647315992654247,1,1.0,1989-11-30,306,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-03-31,1990-02-28,0.5352650121273872,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-04-30,1990-03-31,0.47180328986439857,-1,0.0,1989-11-30,306,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-05-31,1990-04-30,0.5352032124542804,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-06-30,1990-05-31,0.541311195682337,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-07-31,1990-06-30,0.5642163463095929,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-08-31,1990-07-31,0.6189729102199076,1,1.0,1989-11-30,306,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-09-30,1990-08-31,0.7080785808228568,1,1.0,1989-11-30,306,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-10-31,1990-09-30,0.6827831018581039,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-11-30,1990-10-31,0.6652016901902345,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1990-12-31,1990-11-30,0.5346720856113751,1,0.0,1989-11-30,306,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-01-31,1990-12-31,0.49925480538816264,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-02-28,1991-01-31,0.4976369577265387,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-03-31,1991-02-28,0.5168953274787091,1,0.0,1990-11-30,318,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-04-30,1991-03-31,0.5108595550844216,1,1.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-05-31,1991-04-30,0.5854455568039599,1,0.0,1990-11-30,318,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-06-30,1991-05-31,0.5187441559147631,1,1.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-07-31,1991-06-30,0.5412927990453419,1,0.0,1990-11-30,318,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-08-31,1991-07-31,0.4707106631251402,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-09-30,1991-08-31,0.4717197140752698,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-10-31,1991-09-30,0.47608721518436775,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-11-30,1991-10-31,0.49882978450394455,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1991-12-31,1991-11-30,0.48039180226535105,-1,0.0,1990-11-30,318,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-01-31,1991-12-31,0.4303012955357477,-1,1.0,1991-11-30,330,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-02-29,1992-01-31,0.7786208632723298,1,1.0,1991-11-30,330,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-03-31,1992-02-29,0.8237512566269024,1,1.0,1991-11-30,330,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-04-30,1992-03-31,0.7185382822252452,1,1.0,1991-11-30,330,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-05-31,1992-04-30,0.7179388887078366,1,1.0,1991-11-30,330,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-06-30,1992-05-31,0.6206775044167177,1,1.0,1991-11-30,330,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-07-31,1992-06-30,0.7129232850005992,1,0.0,1991-11-30,330,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-08-31,1992-07-31,0.611928791950553,1,0.0,1991-11-30,330,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-09-30,1992-08-31,0.5996735516119173,1,0.0,1991-11-30,330,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-10-31,1992-09-30,0.6689118652981614,1,0.0,1991-11-30,330,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-11-30,1992-10-31,0.6070493828308996,1,0.0,1991-11-30,330,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1992-12-31,1992-11-30,0.6616703934912996,1,1.0,1991-11-30,330,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-01-31,1992-12-31,0.7629498913919684,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-02-28,1993-01-31,0.8284659695346833,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-03-31,1993-02-28,0.8477531876226018,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-04-30,1993-03-31,0.7183907623769124,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-05-31,1993-04-30,0.7761838492096458,1,0.0,1992-11-30,342,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-06-30,1993-05-31,0.5975357337228367,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-07-31,1993-06-30,0.7685496467433783,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-08-31,1993-07-31,0.760559514870654,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-09-30,1993-08-31,0.6336135789746831,1,0.0,1992-11-30,342,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-10-31,1993-09-30,0.6542451681420228,1,0.0,1992-11-30,342,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-11-30,1993-10-31,0.6157898918316365,1,0.0,1992-11-30,342,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1993-12-31,1993-11-30,0.6905452991250681,1,1.0,1992-11-30,342,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-01-31,1993-12-31,0.6850430939065139,1,1.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-02-28,1994-01-31,0.6249303240318967,1,0.0,1993-11-30,354,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-03-31,1994-02-28,0.4399291569777997,-1,1.0,1993-11-30,354,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-04-30,1994-03-31,0.5580616328917314,1,1.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-05-31,1994-04-30,0.5795378729938955,1,1.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-06-30,1994-05-31,0.5498776369010063,1,1.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-07-31,1994-06-30,0.6019587159101903,1,1.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-08-31,1994-07-31,0.5328776583802131,1,0.0,1993-11-30,354,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-09-30,1994-08-31,0.44259141124999757,-1,0.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-10-31,1994-09-30,0.4823490298007682,-1,0.0,1993-11-30,354,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-11-30,1994-10-31,0.5087865535535998,1,0.0,1993-11-30,354,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1994-12-31,1994-11-30,0.5415708301688129,1,0.0,1993-11-30,354,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-01-31,1994-12-31,0.5504764949438526,1,1.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-02-28,1995-01-31,0.6451782645466846,1,1.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-03-31,1995-02-28,0.5632531427819548,1,0.0,1994-11-30,366,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-04-30,1995-03-31,0.447291918553741,-1,1.0,1994-11-30,366,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-05-31,1995-04-30,0.6066183518368994,1,1.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-06-30,1995-05-31,0.6331547306894337,1,0.0,1994-11-30,366,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-07-31,1995-06-30,0.4462060545634257,-1,0.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-08-31,1995-07-31,0.5078264280560799,1,1.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-09-30,1995-08-31,0.7119255981807844,1,0.0,1994-11-30,366,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-10-31,1995-09-30,0.6116070218375962,1,0.0,1994-11-30,366,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-11-30,1995-10-31,0.6127619696415817,1,1.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1995-12-31,1995-11-30,0.6579505599677085,1,1.0,1994-11-30,366,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-01-31,1995-12-31,0.6307009970635112,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-02-29,1996-01-31,0.6044949795823655,1,0.0,1995-11-30,378,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-03-31,1996-02-29,0.5503281244287311,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-04-30,1996-03-31,0.6116389946920964,1,0.0,1995-11-30,378,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-05-31,1996-04-30,0.44447834951341375,-1,0.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-06-30,1996-05-31,0.5370242227462261,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-07-31,1996-06-30,0.6725232797725419,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-08-31,1996-07-31,0.8275682453731324,1,0.0,1995-11-30,378,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-09-30,1996-08-31,0.6308968216979035,1,0.0,1995-11-30,378,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-10-31,1996-09-30,0.590229895677535,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-11-30,1996-10-31,0.760292747501585,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1996-12-31,1996-11-30,0.6328162093510877,1,1.0,1995-11-30,378,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-01-31,1996-12-31,0.5833812302865777,1,0.0,1996-11-30,390,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-02-28,1997-01-31,0.5222231891561852,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-03-31,1997-02-28,0.7768276832435388,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-04-30,1997-03-31,0.7203168256009449,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-05-31,1997-04-30,0.5977223823499518,1,0.0,1996-11-30,390,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-06-30,1997-05-31,0.5505279609722349,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-07-31,1997-06-30,0.7302712044044466,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-08-31,1997-07-31,0.6653757025425459,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-09-30,1997-08-31,0.622402587151845,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-10-31,1997-09-30,0.6126971130520416,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-11-30,1997-10-31,0.694316558122638,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1997-12-31,1997-11-30,0.6727964903978353,1,1.0,1996-11-30,390,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-01-31,1997-12-31,0.7959810902202363,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-02-28,1998-01-31,0.6092581972082252,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-03-31,1998-02-28,0.6264301550316028,1,1.0,1997-11-30,402,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-04-30,1998-03-31,0.6984773759361059,1,1.0,1997-11-30,402,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-05-31,1998-04-30,0.6630209564006108,1,1.0,1997-11-30,402,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-06-30,1998-05-31,0.7508335276892496,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-07-31,1998-06-30,0.5983143446002019,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-08-31,1998-07-31,0.6002607864451837,1,1.0,1997-11-30,402,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-09-30,1998-08-31,0.8002837969466852,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-10-31,1998-09-30,0.5526271740650253,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-11-30,1998-10-31,0.6409542614116149,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1998-12-31,1998-11-30,0.6800396560750437,1,0.0,1997-11-30,402,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-01-31,1998-12-31,0.4943082043304279,-1,0.0,1998-11-30,414,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-02-28,1999-01-31,0.459162982589229,-1,1.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-03-31,1999-02-28,0.683142735414035,1,0.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-04-30,1999-03-31,0.5031615632368984,1,1.0,1998-11-30,414,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-05-31,1999-04-30,0.7437521634361557,1,1.0,1998-11-30,414,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-06-30,1999-05-31,0.7434696543696361,1,0.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-07-31,1999-06-30,0.5479440722296006,1,0.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-08-31,1999-07-31,0.5671084980031015,1,0.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-09-30,1999-08-31,0.5442754544337339,1,0.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-10-31,1999-09-30,0.48929151565418527,-1,0.0,1998-11-30,414,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-11-30,1999-10-31,0.5017797532674373,1,0.0,1998-11-30,414,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
1999-12-31,1999-11-30,0.4430640705981711,-1,0.0,1998-11-30,414,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-01-31,1999-12-31,0.3079890213064756,-1,0.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-02-29,2000-01-31,0.5396138329944042,1,0.0,1999-11-30,426,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-03-31,2000-02-29,0.2664845473193697,-1,1.0,1999-11-30,426,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-04-30,2000-03-31,0.7938608778595676,1,1.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-05-31,2000-04-30,0.6875085163878617,1,1.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-06-30,2000-05-31,0.49791867802517736,-1,0.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-07-31,2000-06-30,0.21963224298750234,-1,1.0,1999-11-30,426,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-08-31,2000-07-31,0.807338023378304,1,0.0,1999-11-30,426,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-09-30,2000-08-31,0.5456702579208921,1,1.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-10-31,2000-09-30,0.784668957188744,1,1.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-11-30,2000-10-31,0.7755984635777505,1,1.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2000-12-31,2000-11-30,0.9331159473529713,1,1.0,1999-11-30,426,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-01-31,2000-12-31,0.9094741924252994,1,0.0,2000-11-30,438,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-02-28,2001-01-31,0.7386517983034427,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-03-31,2001-02-28,0.985891850503143,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-04-30,2001-03-31,0.958605692267317,1,0.0,2000-11-30,438,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-05-31,2001-04-30,0.7395508134938655,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-06-30,2001-05-31,0.9077242010582116,1,0.0,2000-11-30,438,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
