mes_objetivo,fecha_prediccion,probabilidad_sube,posicion,objetivo,fin_entrenamiento,n_entrenamiento,acierto,config_hash,commit,hash_datos,generado_en
2001-07-31,2001-06-30,0.8901498990207085,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-08-31,2001-07-31,0.9152935648773121,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-09-30,2001-08-31,0.8907962708577194,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-10-31,2001-09-30,0.8016059620491204,1,0.0,2000-11-30,438,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-11-30,2001-10-31,0.5250320634631119,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2001-12-31,2001-11-30,0.7235491665407189,1,1.0,2000-11-30,438,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-01-31,2001-12-31,0.6570993066928028,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-02-28,2002-01-31,0.7031474750261585,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-03-31,2002-02-28,0.6232296532469391,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-04-30,2002-03-31,0.5462805078197098,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-05-31,2002-04-30,0.6664867733158543,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-06-30,2002-05-31,0.6152530950695222,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-07-31,2002-06-30,0.6155231688124233,1,0.0,2001-11-30,450,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-08-31,2002-07-31,0.4567278989724821,-1,1.0,2001-11-30,450,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-09-30,2002-08-31,0.5960243921440215,1,1.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-10-31,2002-09-30,0.5108114828240913,1,0.0,2001-11-30,450,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-11-30,2002-10-31,0.3925675364677243,-1,0.0,2001-11-30,450,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2002-12-31,2002-11-30,0.4729793209342245,-1,1.0,2001-11-30,450,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-01-31,2002-12-31,0.6121917160085713,1,0.0,2002-11-30,462,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-02-28,2003-01-31,0.5053727860725616,1,0.0,2002-11-30,462,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-03-31,2003-02-28,0.4795888495336776,-1,0.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-04-30,2003-03-31,0.4623237726379083,-1,1.0,2002-11-30,462,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-05-31,2003-04-30,0.5295865149133819,1,1.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-06-30,2003-05-31,0.5100526925217594,1,1.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-07-31,2003-06-30,0.5030145902325059,1,0.0,2002-11-30,462,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-08-31,2003-07-31,0.48827940055613267,-1,1.0,2002-11-30,462,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-09-30,2003-08-31,0.5645374606276515,1,1.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-10-31,2003-09-30,0.5037702871924156,1,1.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-11-30,2003-10-31,0.5554073343790382,1,1.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2003-12-31,2003-11-30,0.5579147238461516,1,1.0,2002-11-30,462,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-01-31,2003-12-31,0.5598412143301846,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-02-29,2004-01-31,0.6084982817407324,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-03-31,2004-02-29,0.5869109183788614,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-04-30,2004-03-31,0.5759472292750607,1,0.0,2003-11-30,474,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-05-31,2004-04-30,0.48160395473456147,-1,0.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-06-30,2004-05-31,0.5715860660691183,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-07-31,2004-06-30,0.6179774560166615,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-08-31,2004-07-31,0.6753812835869536,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-09-30,2004-08-31,0.6045963641707934,1,0.0,2003-11-30,474,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-10-31,2004-09-30,0.5857212761703028,1,0.0,2003-11-30,474,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-11-30,2004-10-31,0.5874190796000085,1,1.0,2003-11-30,474,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2004-12-31,2004-11-30,0.6349704948672004,1,0.0,2003-11-30,474,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-01-31,2004-12-31,0.5787609347658867,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-02-28,2005-01-31,0.626065454703076,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-03-31,2005-02-28,0.6051064608120377,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-04-30,2005-03-31,0.6169557150731957,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-05-31,2005-04-30,0.5756762699030705,1,0.0,2004-11-30,486,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-06-30,2005-05-31,0.5692165586529435,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-07-31,2005-06-30,0.6710543010105,1,0.0,2004-11-30,486,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-08-31,2005-07-31,0.5666453427449132,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-09-30,2005-08-31,0.6141817829682331,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-10-31,2005-09-30,0.6091354000970505,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-11-30,2005-10-31,0.5813729018508137,1,0.0,2004-11-30,486,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2005-12-31,2005-11-30,0.5395246612179863,1,1.0,2004-11-30,486,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-01-31,2005-12-31,0.5876875351787918,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-02-28,2006-01-31,0.614031039166366,1,0.0,2005-11-30,498,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-03-31,2006-02-28,0.5642910793844258,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-04-30,2006-03-31,0.5813719666925687,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-05-31,2006-04-30,0.6349064636021031,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-06-30,2006-05-31,0.6299571204415123,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-07-31,2006-06-30,0.5567246257217685,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-08-31,2006-07-31,0.6190349917200265,1,0.0,2005-11-30,498,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-09-30,2006-08-31,0.5033770183171156,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-10-31,2006-09-30,0.5805935762752242,1,0.0,2005-11-30,498,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-11-30,2006-10-31,0.5932954641821513,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2006-12-31,2006-11-30,0.5917050572619306,1,1.0,2005-11-30,498,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-01-31,2006-12-31,0.6745204783810991,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-02-28,2007-01-31,0.5759562492738997,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-03-31,2007-02-28,0.584878236141232,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-04-30,2007-03-31,0.5610104335395696,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-05-31,2007-04-30,0.5343371702813962,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-06-30,2007-05-31,0.5539439638194138,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-07-31,2007-06-30,0.535005409595997,1,0.0,2006-11-30,510,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-08-31,2007-07-31,0.4296374100392361,-1,0.0,2006-11-30,510,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-09-30,2007-08-31,0.48665507583042006,-1,0.0,2006-11-30,510,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-10-31,2007-09-30,0.47797142014465693,-1,0.0,2006-11-30,510,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-11-30,2007-10-31,0.4484238931452464,-1,0.0,2006-11-30,510,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2007-12-31,2007-11-30,0.4815603985090921,-1,0.0,2006-11-30,510,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-01-31,2007-12-31,0.4452506962990609,-1,1.0,2007-11-30,522,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-02-29,2008-01-31,0.5832919775907598,1,0.0,2007-11-30,522,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-03-31,2008-02-29,0.4296327152364003,-1,1.0,2007-11-30,522,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-04-30,2008-03-31,0.4434759211606789,-1,0.0,2007-11-30,522,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-05-31,2008-04-30,0.42237278374477233,-1,0.0,2007-11-30,522,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-06-30,2008-05-31,0.41573998666509887,-1,0.0,2007-11-30,522,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-07-31,2008-06-30,0.4052502608560576,-1,1.0,2007-11-30,522,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-08-31,2008-07-31,0.7746560911318626,1,1.0,2007-11-30,522,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-09-30,2008-08-31,0.6937883014067738,1,1.0,2007-11-30,522,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-10-31,2008-09-30,0.8132345025488769,1,0.0,2007-11-30,522,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-11-30,2008-10-31,0.45335772960534043,-1,0.0,2007-11-30,522,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2008-12-31,2008-11-30,0.3124097310993007,-1,1.0,2007-11-30,522,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-01-31,2008-12-31,0.5062920348234098,1,0.0,2008-11-30,534,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-02-28,2009-01-31,0.2565867912713289,-1,0.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-03-31,2009-02-28,0.40435056638373157,-1,1.0,2008-11-30,534,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-04-30,2009-03-31,0.7401487216755446,1,1.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-05-31,2009-04-30,0.7277959246279471,1,1.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-06-30,2009-05-31,0.5857992394585471,1,0.0,2008-11-30,534,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-07-31,2009-06-30,0.5278553848227032,1,1.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-08-31,2009-07-31,0.6790603980173088,1,1.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-09-30,2009-08-31,0.7191073163257367,1,1.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-10-31,2009-09-30,0.5344944770784013,1,0.0,2008-11-30,534,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-11-30,2009-10-31,0.441018939243558,-1,0.0,2008-11-30,534,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2009-12-31,2009-11-30,0.5970687100478229,1,0.0,2008-11-30,534,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-01-31,2009-12-31,0.5847346915006195,1,1.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-02-28,2010-01-31,0.6052887924753888,1,1.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-03-31,2010-02-28,0.690021893476462,1,1.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-04-30,2010-03-31,0.6407862079235616,1,1.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-05-31,2010-04-30,0.6494440437226205,1,0.0,2009-11-30,546,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-06-30,2010-05-31,0.49212646637625557,-1,0.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-07-31,2010-06-30,0.4450772641970611,-1,0.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-08-31,2010-07-31,0.5525516010371784,1,0.0,2009-11-30,546,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-09-30,2010-08-31,0.4840039209864619,-1,0.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-10-31,2010-09-30,0.4257430916484086,-1,0.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-11-30,2010-10-31,0.47102251530664013,-1,0.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2010-12-31,2010-11-30,0.5274957515701215,1,1.0,2009-11-30,546,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-01-31,2010-12-31,0.640934510379383,1,1.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-02-28,2011-01-31,0.5258095799454838,1,1.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-03-31,2011-02-28,0.5212499289822311,1,0.0,2010-11-30,558,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-04-30,2011-03-31,0.43105986231586146,-1,0.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-05-31,2011-04-30,0.4139429462662182,-1,0.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-06-30,2011-05-31,0.448539013560586,-1,0.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-07-31,2011-06-30,0.5077254681838115,1,0.0,2010-11-30,558,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-08-31,2011-07-31,0.47576710057481375,-1,0.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-09-30,2011-08-31,0.32808695171710545,-1,0.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-10-31,2011-09-30,0.37472364680256387,-1,1.0,2010-11-30,558,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-11-30,2011-10-31,0.4103153442510019,-1,0.0,2010-11-30,558,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2011-12-31,2011-11-30,0.4247029227837017,-1,1.0,2010-11-30,558,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-01-31,2011-12-31,0.47007386178743665,-1,0.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-02-29,2012-01-31,0.42161201471021215,-1,1.0,2011-11-30,570,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-03-31,2012-02-29,0.5146872526665145,1,1.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-04-30,2012-03-31,0.5659653336006379,1,0.0,2011-11-30,570,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-05-31,2012-04-30,0.492371250292751,-1,0.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-06-30,2012-05-31,0.5026950934666748,1,1.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-07-31,2012-06-30,0.5269367543798257,1,0.0,2011-11-30,570,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-08-31,2012-07-31,0.5077471737423531,1,1.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-09-30,2012-08-31,0.535939102164468,1,1.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-10-31,2012-09-30,0.5779389927175986,1,1.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-11-30,2012-10-31,0.651261931887191,1,0.0,2011-11-30,570,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2012-12-31,2012-11-30,0.5075368473864537,1,1.0,2011-11-30,570,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-01-31,2012-12-31,0.6413683004910575,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-02-28,2013-01-31,0.5816512730759563,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-03-31,2013-02-28,0.5549815954220572,1,0.0,2012-11-30,582,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-04-30,2013-03-31,0.565885458429424,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-05-31,2013-04-30,0.5860225308434861,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-06-30,2013-05-31,0.647148308066164,1,0.0,2012-11-30,582,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-07-31,2013-06-30,0.5491086432189157,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-08-31,2013-07-31,0.5831484332116149,1,0.0,2012-11-30,582,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-09-30,2013-08-31,0.5038347060392095,1,0.0,2012-11-30,582,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-10-31,2013-09-30,0.5756600888688554,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-11-30,2013-10-31,0.6036649537816773,1,1.0,2012-11-30,582,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2013-12-31,2013-11-30,0.5568959184324509,1,0.0,2012-11-30,582,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-01-31,2013-12-31,0.5128255445026706,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-02-28,2014-01-31,0.4745355133443343,-1,0.0,2013-11-30,594,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-03-31,2014-02-28,0.5211527103135981,1,1.0,2013-11-30,594,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-04-30,2014-03-31,0.6852648035035338,1,1.0,2013-11-30,594,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-05-31,2014-04-30,0.5551389923368139,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-06-30,2014-05-31,0.5121579428395544,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-07-31,2014-06-30,0.5304007142579638,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-08-31,2014-07-31,0.5724576180488445,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-09-30,2014-08-31,0.5594931396368614,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-10-31,2014-09-30,0.5341942792298869,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-11-30,2014-10-31,0.5002920441898144,1,0.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2014-12-31,2014-11-30,0.47523886101738433,-1,1.0,2013-11-30,594,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2015-01-31,2014-12-31,0.609592704330136,1,0.0,2014-11-30,606,False,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2015-02-28,2015-01-31,0.4390211828724702,-1,0.0,2014-11-30,606,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
2015-03-31,2015-02-28,0.47761341511080674,-1,0.0,2014-11-30,606,True,c1c7ebb7a0ce,f40c3d3,bdce90482268,2026-09-22T11:25:40+00:00
